CODINT_0;FLAG_0;FLAG_1;FLAG_2;FLAG_3;FLAG_4;FLAG_5;FLAG_6;FLAG_7;FLAG_8;FLAG_9;FLAG_10;FLAG_11;FLAG_12;OPTION_0;OPTION_1;OPTION_2;OPTION_3;OPTION_4;OPTION_5;OPTION_6;OPTION_7;OPTION_8;OPTION_9;OPTION_10;OPTION_11;OPTION_12;TYP_0;Texte0;Texte1;Texte2;Texte3;Texte4;Texte5;Texte6;Texte7;Texte8;Texte9;Texte10;Texte11;Texte12;Désignation
MCAS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCCNS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCDBA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCDIV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCEM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCENC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCICC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCMFC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCON; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCQU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MCRE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCRM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCSCC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCST; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCTA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MCUTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDBA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDBLC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDBOM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDBPR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDBPU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDCAN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MDCGE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDCPT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDDEB; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDEB; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDEBP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDEBS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDFAS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDIMP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDIS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MDITC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDITM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDITU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDMW; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDMWP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDMWS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDON; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDRBP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MDRCO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDRGP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDRIT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MDRLO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDTRS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MDWAS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEADL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEGEN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEIMP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MENU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MENV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MEPGC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEPGD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEPGE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MEPGT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MESINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Lancement interface MES
MEUSR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MEWFL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MEXFA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEXP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MEXS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFAE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFAS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFASC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFASM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFAST; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFCNS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFEE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFFXM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFIN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFRA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFRPT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFSTA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFSTC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFSTM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFSTR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFSTS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MFSTU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MGDPR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MGINQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MGPER; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MGREO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MHCNS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MHDA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MHDK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MIGX3PV12; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;X3 People - Migration
MIMP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MINV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MLIVR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MLOCF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMAG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMANL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMAUA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMAUJ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMAUO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMAUT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMES; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMFG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMFSL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMGFS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMINA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMINC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMINE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMINQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMINR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMINS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMINV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMKA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMKG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMMS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMOUL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMPLN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMQLY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMROU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMSFT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMSINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Lancement interface MMS
MMTDU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MMTEC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMTRK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMUTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MMWCR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MNCM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MNCS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MNTPVT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MODCPT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Valeurs des compteurs
MONO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Mode mono
MORO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MOTH; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MOTHD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MOTHP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MOTHS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MOTIF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPACA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCNC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCND; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCNE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCNF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCNI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCNR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPCNS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPCNZ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPERE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPERS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPHDK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPINV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPJM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPJUT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPLM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPMKA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPMKG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPOPG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPORC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPORD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPOVR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPQUO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPRC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPRCP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPREQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPRET; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPRP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPRQS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPSCO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPSUP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPSYN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPTAR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPTRS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MPUR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPUTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MPYRA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MRBSI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MREMP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSAL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSALL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSCM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCMA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCNA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCNC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
